S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
2593,2008-09-11,1028.50,1028.50,1028.50,1028.50,-1.35,0.131%,1029,nan
2594,2008-09-10,1029.85,1029.85,1029.85,1029.85,-21.35,2.073%,1030,nan
2595,2008-09-09,1051.20,1051.20,1051.20,1051.20,-7.44,0.708%,1051,nan
2596,2008-09-08,1058.64,1058.64,1058.64,1058.64,-12.44,1.175%,1059,nan
2597,2008-09-07,1071.08,1071.08,1071.08,1071.08,3.88,0.362%,1071,nan
2598,2008-09-04,1067.20,1067.20,1067.20,1067.20,3.19,0.299%,1067,nan
2599,2008-09-03,1064.01,1064.01,1064.01,1064.01,-38.38,3.607%,1064,nan
2600,2008-09-02,1102.39,1102.39,1102.39,1102.39,-32,2.903%,1102,nan
2601,2008-09-01,1134.39,1134.39,1134.39,1134.39,-40.99,3.613%,1134,nan
2602,2008-08-31,1175.38,1175.38,1175.38,1175.38,55.73,4.741%,1175,nan
2603,2008-08-28,1119.65,1119.65,1119.65,1119.65,33.46,2.988%,1120,nan
2604,2008-08-27,1086.19,1086.19,1086.19,1086.19,-1.61,0.148%,1086,nan
2605,2008-08-26,1087.80,1087.80,1087.80,1087.80,19.63,1.805%,1088,nan
2606,2008-08-25,1068.17,1068.17,1068.17,1068.17,10.81,1.012%,1068,nan
2607,2008-08-24,1057.36,1057.36,1057.36,1057.36,-4.88,0.462%,1057,nan
2608,2008-08-21,1062.24,1062.24,1062.24,1062.24,-2.04,0.192%,1062,nan
2609,2008-08-20,1064.28,1064.28,1064.28,1064.28,6.75,0.634%,1064,nan
2610,2008-08-19,1057.53,1057.53,1057.53,1057.53,-18.34,1.734%,1058,nan
2611,2008-08-18,1075.87,1075.87,1075.87,1075.87,-8.89,0.826%,1076,nan
2612,2008-08-14,1084.76,1084.76,1084.76,1084.76,5.18,0.478%,1085,nan
2613,2008-08-13,1079.58,1079.58,1079.58,1079.58,-5.45,0.505%,1080,nan
2614,2008-08-12,1085.03,1085.03,1085.03,1085.03,-3.88,0.358%,1085,nan
2615,2008-08-11,1088.91,1088.91,1088.91,1088.91,13.4,1.231%,1089,nan
2616,2008-08-10,1075.51,1075.51,1075.51,1075.51,-25.85,2.404%,1076,nan
2617,2008-08-07,1101.36,1101.36,1101.36,1101.36,-26.77,2.431%,1101,nan
2618,2008-08-06,1128.13,1128.13,1128.13,1128.13,26.03,2.307%,1128,nan
2619,2008-08-05,1102.10,1102.10,1102.10,1102.10,26.76,2.428%,1102,nan
2620,2008-08-04,1075.34,1075.34,1075.34,1075.34,27.67,2.573%,1075,nan
2621,2008-08-03,1047.67,1047.67,1047.67,1047.67,13.65,1.303%,1048,nan
2622,2008-07-31,1034.02,1034.02,1034.02,1034.02,13.97,1.351%,1034,nan
2623,2008-07-30,1020.05,1020.05,1020.05,1020.05,18.06,1.771%,1020,nan
2624,2008-07-29,1001.99,1001.99,1001.99,1001.99,18.92,1.888%,1002,nan
2625,2008-07-28,983.07,983.07,983.07,983.07,2.26,0.23%,983,nan
2626,2008-07-27,980.81,980.81,980.81,980.81,8.34,0.85%,981,nan
2627,2008-07-23,972.47,972.47,972.47,972.47,9.69,0.996%,972,nan
2628,2008-07-22,962.78,962.78,962.78,962.78,-10.52,1.093%,963,nan
2629,2008-07-21,973.30,973.30,973.30,973.30,-11.94,1.227%,973,nan
2630,2008-07-20,985.24,985.24,985.24,985.24,-6.67,0.677%,985,nan
2631,2008-07-17,991.91,991.91,991.91,991.91,9.79,0.987%,992,nan
2632,2008-07-16,982.12,982.12,982.12,982.12,18.76,1.91%,982,nan
2633,2008-07-15,963.36,963.36,963.36,963.36,4.1,0.426%,963,nan
2634,2008-07-14,959.26,959.26,959.26,959.26,5.8,0.605%,959,nan
2635,2008-07-13,953.46,953.46,953.46,953.46,3.94,0.413%,953,nan
2636,2008-07-10,949.52,949.52,949.52,949.52,4.66,0.491%,950,nan
2637,2008-07-09,944.86,944.86,944.86,944.86,8.4,0.889%,945,nan
2638,2008-07-08,936.46,936.46,936.46,936.46,6.74,0.72%,936,nan
2639,2008-07-07,929.72,929.72,929.72,929.72,2.79,0.3%,930,nan
2640,2008-07-06,926.93,926.93,926.93,926.93,-1.46,0.158%,927,nan
2641,2008-07-03,928.39,928.39,928.39,928.39,22.15,2.386%,928,nan
2642,2008-07-02,906.24,906.24,906.24,906.24,-25.06,2.765%,906,nan
2643,2008-07-01,931.30,931.30,931.30,931.30,-6.16,0.661%,931,nan
2644,2008-06-30,937.46,937.46,937.46,937.46,-11.41,1.217%,937,nan
2645,2008-06-29,948.87,948.87,948.87,948.87,-2.75,0.29%,949,nan
2646,2008-06-26,951.62,951.62,951.62,951.62,3.06,0.322%,952,nan
2647,2008-06-25,948.56,948.56,948.56,948.56,7.64,0.805%,949,nan
2648,2008-06-24,940.92,940.92,940.92,940.92,-1.17,0.124%,941,nan
2649,2008-06-23,942.09,942.09,942.09,942.09,-5.03,0.534%,942,nan
2650,2008-06-22,947.12,947.12,947.12,947.12,-13.21,1.395%,947,nan
2651,2008-06-19,960.33,960.33,960.33,960.33,0.51,0.053%,960,nan
2652,2008-06-18,959.82,959.82,959.82,959.82,5.98,0.623%,960,nan
2653,2008-06-17,953.84,953.84,953.84,953.84,-4.03,0.423%,954,nan
2654,2008-06-16,957.87,957.87,957.87,957.87,16.8,1.754%,958,nan
2655,2008-06-15,941.07,941.07,941.07,941.07,10.42,1.107%,941,nan
2656,2008-06-12,930.65,930.65,930.65,930.65,7.48,0.804%,931,nan
2657,2008-06-11,923.17,923.17,923.17,923.17,8.14,0.882%,923,nan
2658,2008-06-10,915.03,915.03,915.03,915.03,-9.62,1.051%,915,nan
2659,2008-06-09,924.65,924.65,924.65,924.65,13.83,1.496%,925,nan
2660,2008-06-08,910.82,910.82,910.82,910.82,25.62,2.813%,911,nan
2661,2008-06-05,885.20,885.20,885.20,885.20,17.27,1.951%,885,nan
2662,2008-06-04,867.93,867.93,867.93,867.93,9.3,1.072%,868,nan
2663,2008-06-03,858.63,858.63,858.63,858.63,-15.12,1.761%,859,nan
2664,2008-06-02,873.75,873.75,873.75,873.75,13.13,1.503%,874,nan
2665,2008-06-01,860.62,860.62,860.62,860.62,27.44,3.188%,861,nan
2666,2008-05-27,833.18,833.18,833.18,833.18,9.5,1.14%,833,nan
2667,2008-05-26,823.68,823.68,823.68,823.68,-8.46,1.027%,824,nan
2668,2008-05-25,832.14,832.14,832.14,832.14,14.5,1.742%,832,nan
2669,2008-05-22,817.64,817.64,817.64,817.64,16.16,1.976%,818,nan
2670,2008-05-21,801.48,801.48,801.48,801.48,2.624,0.327%,801,nan
2671,2008-05-18,798.86,798.86,798.86,798.86,-13.814,1.729%,799,nan
2672,2008-05-15,812.67,812.67,812.67,812.67,-12.94,1.592%,813,nan
2673,2008-05-14,825.61,825.61,825.61,825.61,19.35,2.344%,826,nan
2674,2008-05-13,806.26,806.26,806.26,806.26,20.91,2.593%,806,nan
2675,2008-05-12,785.35,785.35,785.35,785.35,11.81,1.504%,785,nan
2676,2008-05-11,773.54,773.54,773.54,773.54,2.21,0.286%,774,nan
2677,2008-05-08,771.33,771.33,771.33,771.33,-5.64,0.731%,771,nan
2678,2008-05-07,776.97,776.97,776.97,776.97,9.04,1.163%,777,nan
2679,2008-05-06,767.93,767.93,767.93,767.93,19.01,2.475%,768,nan
2680,2008-05-05,748.92,748.92,748.92,748.92,8.74,1.167%,749,nan
2681,2008-05-04,740.18,740.18,740.18,740.18,3.72,0.503%,740,nan
2682,2008-04-30,736.46,736.46,736.46,736.46,7.74,1.051%,736,nan
2683,2008-04-29,728.72,728.72,728.72,728.72,-1.56,0.214%,729,nan
2684,2008-04-28,730.28,730.28,730.28,730.28,1.27,0.174%,730,nan
2685,2008-04-27,729.01,729.01,729.01,729.01,-5.86,0.804%,729,nan
2686,2008-04-24,734.87,734.87,734.87,734.87,0.21,0.029%,735,nan
2687,2008-04-22,734.66,734.66,734.66,734.66,-4.77,0.649%,735,nan
2688,2008-04-21,739.43,739.43,739.43,739.43,-4.61,0.623%,739,nan
2689,2008-04-20,744.04,744.04,744.04,744.04,9.21,1.238%,744,nan
2690,2008-04-17,734.83,734.83,734.83,734.83,26.02,3.541%,735,nan
2691,2008-04-16,708.81,708.81,708.81,708.81,-11.43,1.613%,709,nan
2692,2008-04-15,720.24,720.24,720.24,720.24,-26.45,3.672%,720,nan
2693,2008-04-06,746.69,746.69,746.69,746.69,16.55,2.216%,747,nan
2694,2008-04-03,730.14,730.14,730.14,730.14,13.58,1.86%,730,nan
2695,2008-04-02,716.56,716.56,716.56,716.56,4.04,0.564%,717,nan
2696,2008-04-01,712.52,712.52,712.52,712.52,3.12,0.438%,713,nan
2697,2008-03-31,709.40,709.40,709.40,709.40,6.427,0.906%,709,nan
2698,2008-03-30,702.97,702.97,702.97,702.97,-13.397,1.906%,703,nan
2699,2008-03-27,716.37,716.37,716.37,716.37,-4.3,0.6%,716,nan
2700,2008-03-26,720.67,720.67,720.67,720.67,-0.57,0.079%,721,nan
2701,2008-03-25,721.24,721.24,721.24,721.24,16.7,2.315%,721,nan
2702,2008-03-24,704.54,704.54,704.54,704.54,-6.26,0.889%,705,nan
2703,2008-03-23,710.80,710.80,710.80,710.80,-5.92,0.833%,711,nan
2704,2008-03-20,716.72,716.72,716.72,716.72,0.77,0.107%,717,nan
2705,2008-03-19,715.95,715.95,715.95,715.95,-2.98,0.416%,716,nan
2706,2008-03-18,718.93,718.93,718.93,718.93,-1.99,0.277%,719,nan
2707,2008-03-17,720.92,720.92,720.92,720.92,7.95,1.103%,721,nan
2708,2008-03-16,712.97,712.97,712.97,712.97,-1.79,0.251%,713,nan
2709,2008-03-13,714.76,714.76,714.76,714.76,-8.52,1.192%,715,nan
2710,2008-03-12,723.28,723.28,723.28,723.28,-17.83,2.465%,723,nan
2711,2008-03-11,741.11,741.11,741.11,741.11,-7.94,1.071%,741,nan
2712,2008-03-10,749.05,749.05,749.05,749.05,-7.69,1.027%,749,nan
2713,2008-03-09,756.74,756.74,756.74,756.74,-1.96,0.259%,757,nan
2714,2008-03-05,758.70,758.70,758.70,758.70,-8.28,1.091%,759,nan
2715,2008-03-04,766.98,766.98,766.98,766.98,-4.23,0.552%,767,nan
2716,2008-03-03,771.21,771.21,771.21,771.21,-1.67,0.217%,771,nan
2717,2008-03-02,772.88,772.88,772.88,772.88,16.12,2.086%,773,nan
2718,2008-02-28,756.76,756.76,756.76,756.76,4.95,0.654%,757,nan
2719,2008-02-27,751.81,751.81,751.81,751.81,-7.7,1.024%,752,nan
2720,2008-02-26,759.51,759.51,759.51,759.51,-1.66,0.219%,760,nan
2721,2008-02-25,761.17,761.17,761.17,761.17,5.28,0.694%,761,nan
2722,2008-02-24,755.89,755.89,755.89,755.89,-2.58,0.341%,756,nan
2723,2008-02-21,758.47,758.47,758.47,758.47,2.03,0.268%,758,nan
2724,2008-02-20,756.44,756.44,756.44,756.44,-0.64,0.085%,756,nan
2725,2008-02-18,757.08,757.08,757.08,757.08,-12.84,1.696%,757,nan
2726,2008-02-17,769.92,769.92,769.92,769.92,-25.97,3.373%,770,nan
2727,2008-02-14,795.89,795.89,795.89,795.89,-14.02,1.762%,796,nan
2728,2008-02-13,809.91,809.91,809.91,809.91,-4.52,0.558%,810,nan
2729,2008-02-12,814.43,814.43,814.43,814.43,12.4,1.523%,814,nan
2730,2008-02-11,802.03,802.03,802.03,802.03,25.29,3.153%,802,nan
2731,2008-02-10,776.74,776.74,776.74,776.74,25.88,3.332%,777,nan
2732,2008-02-07,750.86,750.86,750.86,750.86,27.32,3.638%,751,nan
2733,2008-02-06,723.54,723.54,723.54,723.54,14.81,2.047%,724,nan
2734,2008-02-05,708.73,708.73,708.73,708.73,-43.57,6.148%,709,nan
2735,2008-02-04,752.30,752.30,752.30,752.30,-25.83,3.433%,752,nan
2736,2008-02-03,778.13,778.13,778.13,778.13,-25.56,3.285%,778,nan
2737,2008-01-31,803.69,803.69,803.69,803.69,-13.91,1.731%,804,nan
2738,2008-01-29,817.60,817.60,817.60,817.60,-25,3.058%,818,nan
2739,2008-01-28,842.60,842.60,842.60,842.60,-25,2.967%,843,nan
2740,2008-01-27,867.60,867.60,867.60,867.60,-10.47,1.207%,868,nan
2741,2008-01-24,878.07,878.07,878.07,878.07,0.56,0.064%,878,nan
2742,2008-01-23,877.51,877.51,877.51,877.51,-12.74,1.452%,878,nan
2743,2008-01-22,890.25,890.25,890.25,890.25,22.79,2.56%,890,nan
2744,2008-01-21,867.46,867.46,867.46,867.46,-12.23,1.41%,867,nan
2745,2008-01-20,879.69,879.69,879.69,879.69,-25.69,2.92%,880,nan
2746,2008-01-17,905.38,905.38,905.38,905.38,-26.05,2.877%,905,nan
2747,2008-01-16,931.43,931.43,931.43,931.43,-27.48,2.95%,931,nan
2748,2008-01-14,958.91,958.91,958.91,958.91,-17.16,1.79%,959,nan
2749,2008-01-13,976.07,976.07,976.07,976.07,-5.36,0.549%,976,nan
2750,2008-01-10,981.43,981.43,981.43,981.43,17.6,1.793%,981,nan
2751,2008-01-09,963.83,963.83,963.83,963.83,7.01,0.727%,964,nan
2752,2008-01-08,956.82,956.82,956.82,956.82,-14.16,1.48%,957,nan
2753,2008-01-07,970.98,970.98,970.98,970.98,-17.66,1.819%,971,nan
2754,2008-01-06,988.64,988.64,988.64,988.64,4.11,0.416%,989,nan
2755,2007-12-27,984.53,984.53,984.53,984.53,16.79,1.705%,985,nan
2756,2007-12-26,967.74,967.74,967.74,967.74,-25.18,2.602%,968,nan
2757,2007-12-25,992.92,992.92,992.92,992.92,-25.24,2.542%,993,nan
2758,2007-12-24,1018.16,1018.16,1018.16,1018.16,-27.49,2.7%,1018,nan
2759,2007-12-23,1045.65,1045.65,1045.65,1045.65,-10.08,0.964%,1046,nan
2760,2007-12-20,1055.73,1055.73,1055.73,1055.73,-5.54,0.525%,1056,nan
2761,2007-12-19,1061.27,1061.27,1061.27,1061.27,-0.08,0.008%,1061,nan
2762,2007-12-18,1061.35,1061.35,1061.35,1061.35,-2.74,0.258%,1061,nan
