S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
2963,2007-02-08,523.11,523.11,523.11,523.11,3.42,0.654%,523,nan
2964,2007-02-07,519.69,519.69,519.69,519.69,-0.96,0.185%,520,nan
2965,2007-02-06,520.65,520.65,520.65,520.65,0.45,0.086%,521,nan
2966,2007-02-05,520.20,520.20,520.20,520.20,0.43,0.083%,520,nan
2967,2007-02-04,519.77,519.77,519.77,519.77,0.72,0.139%,520,nan
2968,2007-02-01,519.05,519.05,519.05,519.05,5.71,1.1%,519,nan
2969,2007-01-31,513.34,513.34,513.34,513.34,0.64,0.125%,513,nan
2970,2007-01-29,512.70,512.70,512.70,512.70,-7.22,1.408%,513,nan
2971,2007-01-28,519.92,519.92,519.92,519.92,-3.71,0.714%,520,nan
2972,2007-01-25,523.63,523.63,523.63,523.63,-2.7,0.516%,524,nan
2973,2007-01-24,526.33,526.33,526.33,526.33,-0.72,0.137%,526,nan
2974,2007-01-22,527.05,527.05,527.05,527.05,-2.76,0.524%,527,nan
2975,2007-01-21,529.81,529.81,529.81,529.81,-6.13,1.157%,530,nan
2976,2007-01-18,535.94,535.94,535.94,535.94,-2.59,0.483%,536,nan
2977,2007-01-17,538.53,538.53,538.53,538.53,0.17,0.032%,539,nan
2978,2007-01-15,538.36,538.36,538.36,538.36,1.27,0.236%,538,nan
2979,2007-01-14,537.09,537.09,537.09,537.09,4.76,0.886%,537,nan
2980,2007-01-11,532.33,532.33,532.33,532.33,0.05,0.009%,532,nan
2981,2007-01-10,532.28,532.28,532.28,532.28,1.83,0.344%,532,nan
2982,2007-01-09,530.45,530.45,530.45,530.45,5.18,0.977%,530,nan
2983,2007-01-08,525.27,525.27,525.27,525.27,3.9,0.742%,525,nan
2984,2007-01-07,521.37,521.37,521.37,521.37,9.05,1.736%,521,nan
2985,2007-01-04,512.32,512.32,512.32,512.32,7.07,1.38%,512,nan
2986,2007-01-03,505.25,505.25,505.25,505.25,-3.71,0.734%,505,nan
2987,2007-01-02,508.96,508.96,508.96,508.96,-3.76,0.739%,509,nan
2988,2007-01-01,512.72,512.72,512.72,512.72,-1.7,0.332%,513,nan
2989,2006-12-31,514.42,514.42,514.42,514.42,-3.04,0.591%,514,nan
2990,2006-12-28,517.46,517.46,517.46,517.46,-2.56,0.495%,517,nan
2991,2006-12-27,520.02,520.02,520.02,520.02,-0.76,0.146%,520,nan
2992,2006-12-26,520.78,520.78,520.78,520.78,-0.18,0.035%,521,nan
2993,2006-12-25,520.96,520.96,520.96,520.96,2.32,0.445%,521,nan
2994,2006-12-24,518.64,518.64,518.64,518.64,3.25,0.627%,519,nan
2995,2006-12-21,515.39,515.39,515.39,515.39,4.17,0.809%,515,nan
2996,2006-12-20,511.22,511.22,511.22,511.22,-6.23,1.219%,511,nan
2997,2006-12-19,517.45,517.45,517.45,517.45,0.45,0.087%,517,nan
2998,2006-12-18,517.00,517.00,517.00,517.00,2.64,0.511%,517,nan
2999,2006-12-17,514.36,514.36,514.36,514.36,5.78,1.124%,514,nan
3000,2006-12-14,508.58,508.58,508.58,508.58,5.56,1.093%,509,nan
3001,2006-12-13,503.02,503.02,503.02,503.02,8.84,1.757%,503,nan
3002,2006-12-12,494.18,494.18,494.18,494.18,8.47,1.714%,494,nan
3003,2006-12-11,485.71,485.71,485.71,485.71,4.76,0.98%,486,nan
3004,2006-12-10,480.95,480.95,480.95,480.95,4.15,0.863%,481,nan
3005,2006-12-07,476.80,476.80,476.80,476.80,3.49,0.732%,477,nan
3006,2006-12-06,473.31,473.31,473.31,473.31,-1.7,0.359%,473,nan
3007,2006-12-05,475.01,475.01,475.01,475.01,-1.92,0.404%,475,nan
3008,2006-12-04,476.93,476.93,476.93,476.93,-2.9,0.608%,477,nan
3009,2006-12-03,479.83,479.83,479.83,479.83,-6.36,1.325%,480,nan
3010,2006-11-30,486.19,486.19,486.19,486.19,-6.27,1.29%,486,nan
3011,2006-11-29,492.46,492.46,492.46,492.46,14.45,2.934%,492,nan
3012,2006-11-28,478.01,478.01,478.01,478.01,8.5,1.778%,478,nan
3013,2006-11-27,469.51,469.51,469.51,469.51,5.77,1.229%,470,nan
3014,2006-11-26,463.74,463.74,463.74,463.74,10.71,2.309%,464,nan
3015,2006-11-23,453.03,453.03,453.03,453.03,6.55,1.446%,453,nan
3016,2006-11-21,446.48,446.48,446.48,446.48,0.9,0.202%,446,nan
3017,2006-11-20,445.58,445.58,445.58,445.58,-2.21,0.496%,446,nan
3018,2006-11-19,447.79,447.79,447.79,447.79,0.36,0.08%,448,nan
3019,2006-11-16,447.43,447.43,447.43,447.43,-0.69,0.154%,447,nan
3020,2006-11-15,448.12,448.12,448.12,448.12,3.09,0.69%,448,nan
3021,2006-11-14,445.03,445.03,445.03,445.03,4.03,0.906%,445,nan
3022,2006-11-13,441.00,441.00,441.00,441.00,-7.69,1.744%,441,nan
3023,2006-11-12,448.69,448.69,448.69,448.69,3.68,0.82%,449,nan
3024,2006-11-09,445.01,445.01,445.01,445.01,9.13,2.052%,445,nan
3025,2006-11-08,435.88,435.88,435.88,435.88,11.67,2.677%,436,nan
3026,2006-11-07,424.21,424.21,424.21,424.21,4.65,1.096%,424,nan
3027,2006-11-06,419.56,419.56,419.56,419.56,4.42,1.053%,420,nan
3028,2006-11-05,415.14,415.14,415.14,415.14,2.04,0.491%,415,nan
3029,2006-11-02,413.10,413.10,413.10,413.10,10.99,2.66%,413,nan
3030,2006-11-01,402.11,402.11,402.11,402.11,-6.27,1.559%,402,nan
3031,2006-10-31,408.38,408.38,408.38,408.38,3.25,0.796%,408,nan
3032,2006-10-30,405.13,405.13,405.13,405.13,2.11,0.521%,405,nan
3033,2006-10-29,403.02,403.02,403.02,403.02,1.95,0.484%,403,nan
3034,2006-10-26,401.07,401.07,401.07,401.07,1.42,0.354%,401,nan
3035,2006-10-19,399.65,399.65,399.65,399.65,1.51,0.378%,400,nan
3036,2006-10-18,398.14,398.14,398.14,398.14,-0.3,0.075%,398,nan
3037,2006-10-17,398.44,398.44,398.44,398.44,0.24,0.06%,398,nan
3038,2006-10-16,398.20,398.20,398.20,398.20,-1.02,0.256%,398,nan
3039,2006-10-15,399.22,399.22,399.22,399.22,0.34,0.085%,399,nan
3040,2006-10-12,398.88,398.88,398.88,398.88,0.9,0.226%,399,nan
3041,2006-10-11,397.98,397.98,397.98,397.98,-1.47,0.369%,398,nan
3042,2006-10-10,399.45,399.45,399.45,399.45,0.35,0.088%,399,nan
3043,2006-10-09,399.10,399.10,399.10,399.10,1.64,0.411%,399,nan
3044,2006-10-08,397.46,397.46,397.46,397.46,3.21,0.808%,397,nan
3045,2006-09-28,394.25,394.25,394.25,394.25,1.52,0.386%,394,nan
3046,2006-09-26,392.73,392.73,392.73,392.73,0.32,0.081%,393,nan
3047,2006-09-25,392.41,392.41,392.41,392.41,0.79,0.201%,392,nan
3048,2006-09-24,391.62,391.62,391.62,391.62,-0.47,0.12%,392,nan
3049,2006-09-21,392.09,392.09,392.09,392.09,-1.3,0.332%,392,nan
3050,2006-09-20,393.39,393.39,393.39,393.39,0.37,0.094%,393,nan
3051,2006-09-19,393.02,393.02,393.02,393.02,5.43,1.382%,393,nan
3052,2006-09-18,387.59,387.59,387.59,387.59,5.03,1.298%,388,nan
3053,2006-09-14,382.56,382.56,382.56,382.56,-0.61,0.159%,383,nan
3054,2006-09-13,383.17,383.17,383.17,383.17,-0.43,0.112%,383,nan
3055,2006-09-12,383.60,383.60,383.60,383.60,2.23,0.581%,384,nan
3056,2006-09-11,381.37,381.37,381.37,381.37,-0.05,0.013%,381,nan
3057,2006-09-10,381.42,381.42,381.42,381.42,-0.05,0.013%,381,nan
3058,2006-09-07,381.47,381.47,381.47,381.47,0.55,0.144%,381,nan
3059,2006-09-05,380.92,380.92,380.92,380.92,-1.58,0.415%,381,nan
3060,2006-09-04,382.50,382.50,382.50,382.50,-0.13,0.034%,383,nan
3061,2006-09-03,382.63,382.63,382.63,382.63,0.39,0.102%,383,nan
3062,2006-08-31,382.24,382.24,382.24,382.24,1.51,0.395%,382,nan
3063,2006-08-30,380.73,380.73,380.73,380.73,1.46,0.383%,381,nan
3064,2006-08-29,379.27,379.27,379.27,379.27,1.03,0.272%,379,nan
3065,2006-08-28,378.24,378.24,378.24,378.24,-0.57,0.151%,378,nan
3066,2006-08-27,378.81,378.81,378.81,378.81,-1.12,0.296%,379,nan
3067,2006-08-24,379.93,379.93,379.93,379.93,-0.9,0.237%,380,nan
3068,2006-08-22,380.83,380.83,380.83,380.83,-2.08,0.546%,381,nan
3069,2006-08-21,382.91,382.91,382.91,382.91,-1.88,0.491%,383,nan
3070,2006-08-20,384.79,384.79,384.79,384.79,-3.15,0.819%,385,nan
3071,2006-08-17,387.94,387.94,387.94,387.94,-1.29,0.333%,388,nan
3072,2006-08-15,389.23,389.23,389.23,389.23,-1.06,0.272%,389,nan
3073,2006-08-14,390.29,390.29,390.29,390.29,-1.44,0.369%,390,nan
3074,2006-08-13,391.73,391.73,391.73,391.73,0.87,0.222%,392,nan
3075,2006-08-08,390.86,390.86,390.86,390.86,7.72,1.975%,391,nan
3076,2006-08-07,383.14,383.14,383.14,383.14,19.58,5.11%,383,nan
3077,2006-08-06,363.56,363.56,363.56,363.56,7.96,2.189%,364,nan
3078,2006-08-03,355.60,355.60,355.60,355.60,-3.09,0.869%,356,nan
3079,2006-08-02,358.69,358.69,358.69,358.69,-8.04,2.241%,359,nan
3080,2006-08-01,366.73,366.73,366.73,366.73,-12.03,3.28%,367,nan
3081,2006-07-31,378.76,378.76,378.76,378.76,-7.74,2.044%,379,nan
3082,2006-07-30,386.50,386.50,386.50,386.50,-0.84,0.217%,387,nan
3083,2006-07-27,387.34,387.34,387.34,387.34,-7.52,1.941%,387,nan
3084,2006-07-26,394.86,394.86,394.86,394.86,-2.49,0.631%,395,nan
3085,2006-07-25,397.35,397.35,397.35,397.35,-0.86,0.216%,397,nan
3086,2006-07-24,398.21,398.21,398.21,398.21,0.26,0.065%,398,nan
3087,2006-07-23,397.95,397.95,397.95,397.95,2.06,0.518%,398,nan
3088,2006-07-20,395.89,395.89,395.89,395.89,2.21,0.558%,396,nan
3089,2006-07-19,393.68,393.68,393.68,393.68,3.94,1.001%,394,nan
3090,2006-07-18,389.74,389.74,389.74,389.74,1.58,0.405%,390,nan
3091,2006-07-17,388.16,388.16,388.16,388.16,1.33,0.343%,388,nan
3092,2006-07-16,386.83,386.83,386.83,386.83,0.38,0.098%,387,nan
3093,2006-07-13,386.45,386.45,386.45,386.45,-0.18,0.047%,386,nan
3094,2006-07-12,386.63,386.63,386.63,386.63,1.32,0.341%,387,nan
3095,2006-07-10,385.31,385.31,385.31,385.31,0.71,0.184%,385,nan
3096,2006-07-09,384.60,384.60,384.60,384.60,0.75,0.195%,385,nan
3097,2006-07-06,383.85,383.85,383.85,383.85,1.81,0.472%,384,nan
3098,2006-07-05,382.04,382.04,382.04,382.04,1.61,0.421%,382,nan
3099,2006-07-04,380.43,380.43,380.43,380.43,1.77,0.465%,380,nan
3100,2006-07-03,378.66,378.66,378.66,378.66,1.89,0.499%,379,nan
3101,2006-07-02,376.77,376.77,376.77,376.77,1.63,0.433%,377,nan
3102,2006-06-29,375.14,375.14,375.14,375.14,0.4,0.107%,375,nan
3103,2006-06-28,374.74,374.74,374.74,374.74,-0.73,0.195%,375,nan
3104,2006-06-27,375.47,375.47,375.47,375.47,-2.08,0.554%,375,nan
3105,2006-06-26,377.55,377.55,377.55,377.55,-0.9,0.238%,378,nan
3106,2006-06-25,378.45,378.45,378.45,378.45,-0.42,0.111%,378,nan
3107,2006-06-22,378.87,378.87,378.87,378.87,0.19,0.05%,379,nan
3108,2006-06-21,378.68,378.68,378.68,378.68,1.64,0.433%,379,nan
3109,2006-06-20,377.04,377.04,377.04,377.04,1.55,0.411%,377,nan
3110,2006-06-19,375.49,375.49,375.49,375.49,1.44,0.383%,375,nan
3111,2006-06-18,374.05,374.05,374.05,374.05,1.84,0.492%,374,nan
3112,2006-06-15,372.21,372.21,372.21,372.21,0.2,0.054%,372,nan
3113,2006-06-14,372.01,372.01,372.01,372.01,1.22,0.328%,372,nan
3114,2006-06-13,370.79,370.79,370.79,370.79,-0.93,0.251%,371,nan
3115,2006-06-12,371.72,371.72,371.72,371.72,0.1,0.027%,372,nan
3116,2006-06-11,371.62,371.62,371.62,371.62,0.78,0.21%,372,nan
3117,2006-06-08,370.84,370.84,370.84,370.84,1.22,0.329%,371,nan
3118,2006-06-07,369.62,369.62,369.62,369.62,-1.15,0.311%,370,nan
3119,2006-06-06,370.77,370.77,370.77,370.77,-0.7,0.189%,371,nan
3120,2006-06-05,371.47,371.47,371.47,371.47,-0.59,0.159%,371,nan
3121,2006-06-04,372.06,372.06,372.06,372.06,0.09,0.024%,372,nan
3122,2006-06-01,371.97,371.97,371.97,371.97,0.23,0.062%,372,nan
3123,2006-05-31,371.74,371.74,371.74,371.74,-0.9,0.242%,372,nan
3124,2006-05-30,372.64,372.64,372.64,372.64,-7.56,2.029%,373,nan
3125,2006-05-29,380.20,380.20,380.20,380.20,4.56,1.199%,380,nan
3126,2006-05-28,375.64,375.64,375.64,375.64,6.75,1.797%,376,nan
3127,2006-05-25,368.89,368.89,368.89,368.89,-2,0.542%,369,nan
3128,2006-05-24,370.89,370.89,370.89,370.89,-1.59,0.429%,371,nan
3129,2006-05-23,372.48,372.48,372.48,372.48,-5.75,1.544%,372,nan
3130,2006-05-22,378.23,378.23,378.23,378.23,-4.42,1.169%,378,nan
3131,2006-05-21,382.65,382.65,382.65,382.65,-1.46,0.382%,383,nan
3132,2006-05-18,384.11,384.11,384.11,384.11,-0.47,0.122%,384,nan
3133,2006-05-17,384.58,384.58,384.58,384.58,-3.28,0.853%,385,nan
3134,2006-05-16,387.86,387.86,387.86,387.86,-0.63,0.162%,388,nan
3135,2006-05-15,388.49,388.49,388.49,388.49,2.6,0.669%,388,nan
3136,2006-05-14,385.89,385.89,385.89,385.89,4.19,1.086%,386,nan
3137,2006-05-11,381.70,381.70,381.70,381.70,4.23,1.108%,382,nan
3138,2006-05-10,377.47,377.47,377.47,377.47,2.32,0.615%,377,nan
3139,2006-05-09,375.15,375.15,375.15,375.15,4.2,1.12%,375,nan
3140,2006-05-08,370.95,370.95,370.95,370.95,2.27,0.612%,371,nan
3141,2006-05-07,368.68,368.68,368.68,368.68,1.74,0.472%,369,nan
3142,2006-05-04,366.94,366.94,366.94,366.94,-1.05,0.286%,367,nan
3143,2006-05-03,367.99,367.99,367.99,367.99,-4.46,1.212%,368,nan
3144,2006-05-02,372.45,372.45,372.45,372.45,-2.42,0.65%,372,nan
3145,2006-05-01,374.87,374.87,374.87,374.87,13.29,3.545%,375,nan
3146,2006-04-30,361.58,361.58,361.58,361.58,18.3,5.061%,362,nan
3147,2006-04-26,343.28,343.28,343.28,343.28,4.74,1.381%,343,nan
3148,2006-04-25,338.54,338.54,338.54,338.54,6.66,1.967%,339,nan
3149,2006-04-17,331.88,331.88,331.88,331.88,-2.39,0.72%,332,nan
3150,2006-04-16,334.27,334.27,334.27,334.27,-0.5,0.15%,334,nan
3151,2006-04-05,334.77,334.77,334.77,334.77,0.62,0.185%,335,nan
3152,2006-04-04,334.15,334.15,334.15,334.15,-0.73,0.218%,334,nan
3153,2006-04-03,334.88,334.88,334.88,334.88,-1.83,0.546%,335,nan
3154,2006-04-02,336.71,336.71,336.71,336.71,-0.81,0.241%,337,nan
3155,2006-03-30,337.52,337.52,337.52,337.52,-0.05,0.015%,338,nan
3156,2006-03-28,337.57,337.57,337.57,337.57,0.12,0.036%,338,nan
3157,2006-03-27,337.45,337.45,337.45,337.45,-0.54,0.16%,337,nan
3158,2006-03-26,337.99,337.99,337.99,337.99,-0.71,0.21%,338,nan
3159,2006-03-23,338.70,338.70,338.70,338.70,-0.16,0.047%,339,nan
3160,2006-03-22,338.86,338.86,338.86,338.86,-0.17,0.05%,339,nan
3161,2006-03-21,339.03,339.03,339.03,339.03,-0.95,0.28%,339,nan
3162,2006-03-20,339.98,339.98,339.98,339.98,0.38,0.112%,340,nan
3163,2006-03-19,339.60,339.60,339.60,339.60,0.26,0.077%,340,nan
3164,2006-03-16,339.34,339.34,339.34,339.34,-0.34,0.1%,339,nan
3165,2006-03-15,339.68,339.68,339.68,339.68,-0.11,0.032%,340,nan
3166,2006-03-13,339.79,339.79,339.79,339.79,2.47,0.727%,340,nan
3167,2006-03-12,337.32,337.32,337.32,337.32,-0.55,0.163%,337,nan
3168,2006-03-09,337.87,337.87,337.87,337.87,2.5,0.74%,338,nan
3169,2006-03-08,335.37,335.37,335.37,335.37,3.09,0.921%,335,nan
3170,2006-03-07,332.28,332.28,332.28,332.28,-2.14,0.644%,332,nan
3171,2006-03-06,334.42,334.42,334.42,334.42,-5.16,1.543%,334,nan
3172,2006-03-05,339.58,339.58,339.58,339.58,0,0%,340,nan
3173,2006-03-02,339.58,339.58,339.58,339.58,-3.7,1.09%,340,nan
3174,2006-03-01,343.28,343.28,343.28,343.28,2.23,0.65%,343,nan
3175,2006-02-28,341.05,341.05,341.05,341.05,3.47,1.017%,341,nan
3176,2006-02-27,337.58,337.58,337.58,337.58,4.55,1.348%,338,nan
3177,2006-02-23,333.03,333.03,333.03,333.03,3.21,0.964%,333,nan
3178,2006-02-22,329.82,329.82,329.82,329.82,2.34,0.709%,330,nan
3179,2006-02-21,327.48,327.48,327.48,327.48,2.13,0.65%,327,nan
3180,2006-02-20,325.35,325.35,325.35,325.35,0.49,0.151%,325,nan
3181,2006-02-16,324.86,324.86,324.86,324.86,-1.04,0.32%,325,nan
3182,2006-02-15,325.90,325.90,325.90,325.90,-3.49,1.071%,326,nan
3183,2006-02-14,329.39,329.39,329.39,329.39,3.43,1.041%,329,nan
3184,2006-02-13,325.96,325.96,325.96,325.96,8.27,2.537%,326,nan
3185,2006-02-12,317.69,317.69,317.69,317.69,5.06,1.593%,318,nan
3186,2006-02-09,312.63,312.63,312.63,312.63,2.31,0.739%,313,nan
3187,2006-02-07,310.32,310.32,310.32,310.32,1.23,0.396%,310,nan
3188,2006-02-06,309.09,309.09,309.09,309.09,0,0%,309,nan
3189,2006-02-05,309.09,309.09,309.09,309.09,0.17,0.055%,309,nan
3190,2006-02-02,308.92,308.92,308.92,308.92,0.67,0.217%,309,nan
3191,2006-02-01,308.25,308.25,308.25,308.25,-0.79,0.256%,308,nan
3192,2006-01-31,309.04,309.04,309.04,309.04,2.14,0.692%,309,nan
3193,2006-01-30,306.90,306.90,306.90,306.90,0.62,0.202%,307,nan
3194,2006-01-26,306.28,306.28,306.28,306.28,0.15,0.049%,306,nan
3195,2006-01-25,306.13,306.13,306.13,306.13,-0.38,0.124%,306,nan
3196,2006-01-24,306.51,306.51,306.51,306.51,0.79,0.258%,307,nan
3197,2006-01-23,305.72,305.72,305.72,305.72,0.42,0.137%,306,nan
3198,2006-01-22,305.30,305.30,305.30,305.30,0.03,0.01%,305,nan
3199,2006-01-19,305.27,305.27,305.27,305.27,-0.9,0.295%,305,nan
3200,2006-01-18,306.17,306.17,306.17,306.17,0.24,0.078%,306,nan
3201,2006-01-17,305.93,305.93,305.93,305.93,0.08,0.026%,306,nan
3202,2006-01-16,305.85,305.85,305.85,305.85,0.19,0.062%,306,nan
3203,2006-01-15,305.66,305.66,305.66,305.66,0.16,0.052%,306,nan
3204,2006-01-12,305.50,305.50,305.50,305.50,-0.05,0.016%,306,nan
3205,2006-01-10,305.55,305.55,305.55,305.55,-0.14,0.046%,306,nan
3206,2006-01-09,305.69,305.69,305.69,305.69,0.25,0.082%,306,nan
3207,2006-01-08,305.44,305.44,305.44,305.44,-0.18,0.059%,305,nan
3208,2006-01-05,305.62,305.62,305.62,305.62,-0.23,0.075%,306,nan
3209,2006-01-04,305.85,305.85,305.85,305.85,0.43,0.141%,306,nan
3210,2006-01-03,305.42,305.42,305.42,305.42,1.26,0.413%,305,nan
3211,2006-01-02,304.16,304.16,304.16,304.16,0.9,0.296%,304,nan
3212,2006-01-01,303.26,303.26,303.26,303.26,0.48,0.158%,303,nan
3213,2005-12-29,302.78,302.78,302.78,302.78,1.18,0.39%,303,nan
3214,2005-12-28,301.60,301.60,301.60,301.60,0.51,0.169%,302,nan
3215,2005-12-27,301.09,301.09,301.09,301.09,1.16,0.385%,301,nan
3216,2005-12-26,299.93,299.93,299.93,299.93,-0.56,0.187%,300,nan
3217,2005-12-25,300.49,300.49,300.49,300.49,-8.18,2.722%,300,nan
3218,2005-12-22,308.67,308.67,308.67,308.67,0.54,0.175%,309,nan
3219,2005-12-21,308.13,308.13,308.13,308.13,1.54,0.5%,308,nan
3220,2005-12-20,306.59,306.59,306.59,306.59,1.62,0.528%,307,nan
3221,2005-12-19,304.97,304.97,304.97,304.97,0.99,0.325%,305,nan
3222,2005-12-18,303.98,303.98,303.98,303.98,0.86,0.283%,304,nan
3223,2005-12-15,303.12,303.12,303.12,303.12,0.88,0.29%,303,nan
3224,2005-12-14,302.24,302.24,302.24,302.24,1.53,0.506%,302,nan
3225,2005-12-13,300.71,300.71,300.71,300.71,1,0.333%,301,nan
3226,2005-12-12,299.71,299.71,299.71,299.71,-0.13,0.043%,300,nan
3227,2005-12-11,299.84,299.84,299.84,299.84,0.74,0.247%,300,nan
3228,2005-12-08,299.10,299.10,299.10,299.10,1.61,0.538%,299,nan
3229,2005-12-07,297.49,297.49,297.49,297.49,-0.51,0.171%,297,nan
3230,2005-12-06,298.00,298.00,298.00,298.00,-3.97,1.332%,298,nan
3231,2005-12-05,301.97,301.97,301.97,301.97,0.32,0.106%,302,nan
3232,2005-12-04,301.65,301.65,301.65,301.65,-0.11,0.036%,302,nan
3233,2005-12-01,301.76,301.76,301.76,301.76,1.22,0.404%,302,nan
3234,2005-11-30,300.54,300.54,300.54,300.54,-0.42,0.14%,301,nan
3235,2005-11-29,300.96,300.96,300.96,300.96,-0.71,0.236%,301,nan
3236,2005-11-28,301.67,301.67,301.67,301.67,0.54,0.179%,302,nan
3237,2005-11-27,301.13,301.13,301.13,301.13,-0.07,0.023%,301,nan
3238,2005-11-24,301.20,301.20,301.20,301.20,0.42,0.139%,301,nan
3239,2005-11-23,300.78,300.78,300.78,300.78,-1.45,0.482%,301,nan
3240,2005-11-22,302.23,302.23,302.23,302.23,0.21,0.069%,302,nan
3241,2005-11-21,302.02,302.02,302.02,302.02,1.45,0.48%,302,nan
3242,2005-11-20,300.57,300.57,300.57,300.57,-0.07,0.023%,301,nan
3243,2005-11-17,300.64,300.64,300.64,300.64,0.06,0.02%,301,nan
3244,2005-11-16,300.58,300.58,300.58,300.58,-1.81,0.602%,301,nan
3245,2005-11-15,302.39,302.39,302.39,302.39,-2.62,0.866%,302,nan
3246,2005-11-14,305.01,305.01,305.01,305.01,-1.14,0.374%,305,nan
3247,2005-11-13,306.15,306.15,306.15,306.15,-1.83,0.598%,306,nan
3248,2005-11-10,307.98,307.98,307.98,307.98,1.83,0.594%,308,nan
3249,2005-11-08,306.15,306.15,306.15,306.15,2.21,0.722%,306,nan
3250,2005-11-07,303.94,303.94,303.94,303.94,-3.48,1.145%,304,nan
3251,2005-11-06,307.42,307.42,307.42,307.42,0.2,0.065%,307,nan
3252,2005-10-31,307.22,307.22,307.22,307.22,-0.35,0.114%,307,nan
3253,2005-10-30,307.57,307.57,307.57,307.57,1.84,0.598%,308,nan
3254,2005-10-27,305.73,305.73,305.73,305.73,0.74,0.242%,306,nan
3255,2005-10-26,304.99,304.99,304.99,304.99,-0.33,0.108%,305,nan
3256,2005-10-25,305.32,305.32,305.32,305.32,-1.31,0.429%,305,nan
3257,2005-10-24,306.63,306.63,306.63,306.63,3.8,1.239%,307,nan
3258,2005-10-23,302.83,302.83,302.83,302.83,4.48,1.479%,303,nan
3259,2005-10-20,298.35,298.35,298.35,298.35,0.24,0.08%,298,nan
3260,2005-10-19,298.11,298.11,298.11,298.11,0.45,0.151%,298,nan
3261,2005-10-18,297.66,297.66,297.66,297.66,0.32,0.108%,298,nan
3262,2005-10-09,297.34,297.34,297.34,297.34,0.36,0.121%,297,nan
3263,2005-10-06,296.98,296.98,296.98,296.98,0.43,0.145%,297,nan
3264,2005-10-05,296.55,296.55,296.55,296.55,0.18,0.061%,297,nan
3265,2005-10-02,296.37,296.37,296.37,296.37,-0.61,0.206%,296,nan
3266,2005-09-29,296.98,296.98,296.98,296.98,-0.19,0.064%,297,nan
3267,2005-09-28,297.17,297.17,297.17,297.17,0.97,0.326%,297,nan
3268,2005-09-27,296.20,296.20,296.20,296.20,1.53,0.517%,296,nan
3269,2005-09-26,294.67,294.67,294.67,294.67,-0.22,0.075%,295,nan
3270,2005-09-25,294.89,294.89,294.89,294.89,0.77,0.261%,295,nan
3271,2005-09-22,294.12,294.12,294.12,294.12,0.43,0.146%,294,nan
3272,2005-09-21,293.69,293.69,293.69,293.69,0.84,0.286%,294,nan
3273,2005-09-20,292.85,292.85,292.85,292.85,-0.26,0.089%,293,nan
3274,2005-09-19,293.11,293.11,293.11,293.11,0.44,0.15%,293,nan
3275,2005-09-18,292.67,292.67,292.67,292.67,-0.68,0.232%,293,nan
3276,2005-09-15,293.35,293.35,293.35,293.35,-0.57,0.194%,293,nan
3277,2005-09-14,293.92,293.92,293.92,293.92,0.11,0.037%,294,nan
3278,2005-09-13,293.81,293.81,293.81,293.81,0.06,0.02%,294,nan
3279,2005-09-12,293.75,293.75,293.75,293.75,-1.2,0.409%,294,nan
3280,2005-09-11,294.95,294.95,294.95,294.95,-1.27,0.431%,295,nan
3281,2005-09-08,296.22,296.22,296.22,296.22,-2.01,0.679%,296,nan
3282,2005-09-07,298.23,298.23,298.23,298.23,-0.1,0.034%,298,nan
3283,2005-09-06,298.33,298.33,298.33,298.33,1.57,0.526%,298,nan
3284,2005-09-05,296.76,296.76,296.76,296.76,3.34,1.125%,297,nan
3285,2005-09-04,293.42,293.42,293.42,293.42,4.02,1.37%,293,nan
3286,2005-09-01,289.40,289.40,289.40,289.40,-1.16,0.401%,289,nan
3287,2005-08-31,290.56,290.56,290.56,290.56,-1.05,0.361%,291,nan
3288,2005-08-30,291.61,291.61,291.61,291.61,-1.68,0.576%,292,nan
